city_id,name,category,note
,薬品（錠剤・飲み薬・塗り薬）（多量）,集積所に出してはいけないごみ,業者又は病院等へ
,薬品（農薬）,集積所に出してはいけないごみ,業者又は販売店等へ
,やなぎごうり（60cm未満）,もえるごみ,
,やなぎごうり（60cm以上）,連絡ごみ,5個までごとに
,ＵＳＢメモリー,もえないごみ,※使用済小型家電の回収対象品目
,湯たんぽ（金属製・陶器製）,もえないごみ,
,湯たんぽ（プラスチック製・ジェル状のもの）,もえるごみ,
,ゆりかご（60cm以上）,連絡ごみ,
,湯沸かし器（60cm未満）,連絡ごみ,長さ60cm以上のものは、業者又は販売店等へ
,洋裁用ボディ（金属有り）（60cm未満）,もえないごみ,
,洋裁用ボディ（金属無し）（60cm未満）,もえるごみ,
,洋裁用ボディ（60cm以上）,連絡ごみ,
,幼児用自動車（足こぎ式）（60cm以上）,連絡ごみ,
,幼児用自動車（電動式）（大小問わず）,連絡ごみ,バッテリーは取り外し、業者又は販売店等へ
,浴室用マット（60cm未満）,もえるごみ,長さ60cm未満に切る、珪藻土マットは「もえないごみ」
,浴室用マット（60cm以上）,連絡ごみ,
,浴槽（据え置き型）（大小問わず）,連絡ごみ,自分で交換したものに限る
,よしず（切って出す）（60cm未満）,もえるごみ,長さ60cm未満に切る
,よしず（切らずに出す）（60cm以上）,連絡ごみ,
,ライター,特定品目,中身は可能な限り使い切る
,ライティングデスク（60cm以上）,連絡ごみ,
,ラケット（運動用）（金属製）（60cm未満）,もえないごみ,
,ラケット（運動用）（金属製以外）（60cm未満）,もえるごみ,
,ラケット（運動用）（60cm以上）,連絡ごみ,ラケット（金属製・プラスチック製・木製）を5本までごとに
,ラジオ・ラジカセ（60cm未満）,もえないごみ,電池類は取り外して「特定品目」※使用済小型家電の回収対象品目
,ラジオ・ラジカセ（60cm以上）,連絡ごみ,電池類は取り外して「特定品目」
,ラッカー（スプレー缶）,特定品目,中身は可能な限り使い切る（穴あけは不要）キャップは取り外す
,ラッカー（びん）,もえないごみ,中身は取り除く
,ラップ（食品包装用）,もえるごみ,
,ランチジャー,もえないごみ,
,ランドセル,もえるごみ,金属類は、可能な限り取り外して「もえないごみ」
,リール,もえないごみ,
,リコーダー,もえるごみ,
,リモコン,もえないごみ,電池類は取り外して「特定品目」※使用済小型家電の回収対象品目
,リヤカー（大小問わず）,連絡ごみ,
,リュックサック,もえるごみ,金属類は、可能な限り取り外して「もえないごみ」
,ルームランナー（トレーニング機器）（大小問わず）,連絡ごみ,
,冷蔵庫・冷凍庫,集積所に出してはいけないごみ,家電リサイクルを参照
,冷風機（フロン有り）,集積所に出してはいけないごみ,業者又は販売店等へ
,冷風機（フロン無し）（60cm未満）,もえないごみ,
,冷風機（フロン無し）（60cm以上）,連絡ごみ,
,レーザープリンター（大小問わず）,連絡ごみ,幅・奥行・高さの合計100cm未満
,レーザープリンター（大小問わず）,連絡ごみ,幅・奥行・高さの合計100cm以上150cm未満　幅・奥行・高さの合計150cm以上のものは、業者又は販売店等へ
,レコード（盤・ジャケット）,もえるごみ,
,レコードプレーヤー（60cm未満）,もえないごみ,
,レコードプレーヤー（60cm以上）,連絡ごみ,
,レジ袋（プラマーク有り）,プラスチック製容器包装,汚れているものは「もえるごみ」
,レジャーシート,もえるごみ,長さ60cm未満に切る
,レジャーテーブル（金属製）（60cm未満）,もえないごみ,
,レジャーテーブル（プラスチック製・木製）（60cm未満）,もえるごみ,
,レジャーテーブル（60cm以上）,連絡ごみ,天板の最大の辺・径の長さが100cm未満
,レジャーテーブル（60cm以上）,連絡ごみ,天板の最大の辺・径の長さが100cm以上
,レンガ,連絡ごみ,土のう袋1袋までごとに（30リットル）
,レンジ台（60cm以上）,連絡ごみ,
,ろうそく,もえるごみ,
,ロープ（60cm未満）,もえるごみ,長さ60cm未満に切る
,ロープ（60cm以上）,連絡ごみ,長さ30mまでごとに
,ローラースケート,もえないごみ,
,ローラーブレード,もえないごみ,
,ロールスクリーン（60cm以上）,連絡ごみ,5個までごとに
,ロッカー（60cm以上）,連絡ごみ,幅・奥行・高さの合計150cm未満
,ロッカー（60cm以上）,連絡ごみ,幅・奥行・高さの合計150cm以上250cm未満
,ロッカー（60cm以上）,連絡ごみ,幅・奥行・高さの合計250cm以上
,ロフトベッド（大小問わず）,連絡ごみ,
,ワープロ,もえないごみ,
,ワイヤー（60cm未満）,もえないごみ,車両牽引用は、業者又は金属業者等へ
,ワイヤー（60cm以上）,連絡ごみ,長さ30mまでごとに　車両牽引用は、業者又は金属業者等へ
,輪ゴム,もえるごみ,
,ワゴン（60cm以上）,連絡ごみ,
